event_id,org_id,admin_email,user_id,event_type,event_date,event_time,session_id,platform,feature_module,duration_sec
EVT-0003347,d17af08a,admin@company020.io,d17af0-U05,user_invited,2025-03-15,22:07:43,SES-707779,mobile_android,Analytics,390
EVT-0003348,d17af08a,admin@company020.io,d17af0-U06,session_start,2025-03-14,14:22:49,SES-518131,mobile_android,Settings,421
EVT-0003349,d17af08a,admin@company020.io,d17af0-U03,login,2025-03-14,17:39:46,SES-814354,mobile_android,Integrations,245
EVT-0003350,d17af08a,admin@company020.io,d17af0-U02,settings_changed,2025-03-14,20:17:01,SES-118313,mobile_ios,Reports,170
EVT-0003351,d17af08a,admin@company020.io,d17af0-U03,report_generated,2025-03-14,18:24:43,SES-847263,mobile_ios,Reports,474
EVT-0003352,d17af08a,admin@company020.io,d17af0-U05,export_data,2025-03-14,19:11:08,SES-978484,web,Integrations,82
EVT-0003353,d17af08a,admin@company020.io,d17af0-U03,export_data,2025-03-14,17:45:00,SES-580934,web,Dashboard,296
EVT-0003354,d17af08a,admin@company020.io,d17af0-U04,export_data,2025-03-14,14:03:48,SES-219556,mobile_ios,Settings,122
EVT-0003355,d17af08a,admin@company020.io,d17af0-U01,integration_connected,2025-03-14,08:47:44,SES-200854,web,Analytics,411
EVT-0003356,d17af08a,admin@company020.io,d17af0-U06,report_generated,2025-03-14,14:00:01,SES-628397,web,Reports,415
EVT-0003357,d17af08a,admin@company020.io,d17af0-U03,api_call,2025-03-14,17:45:13,SES-801942,mobile_ios,Settings,349
EVT-0003358,d17af08a,admin@company020.io,d17af0-U05,feature_used,2025-03-14,21:35:58,SES-995369,web,Reports,331
EVT-0003359,d17af08a,admin@company020.io,d17af0-U03,api_call,2025-03-14,16:45:13,SES-475554,mobile_android,Analytics,196
EVT-0003360,d17af08a,admin@company020.io,d17af0-U01,settings_changed,2025-03-14,17:25:30,SES-697829,web,Dashboard,398
EVT-0003361,d17af08a,admin@company020.io,d17af0-U06,api_call,2025-03-13,22:26:40,SES-506153,mobile_ios,Users,250
EVT-0003362,d17af08a,admin@company020.io,d17af0-U02,login,2025-03-13,22:13:05,SES-618893,web,Users,422
EVT-0003363,d17af08a,admin@company020.io,d17af0-U04,integration_connected,2025-03-13,10:49:33,SES-248884,mobile_ios,Settings,556
EVT-0003364,d17af08a,admin@company020.io,d17af0-U03,settings_changed,2025-03-13,21:56:37,SES-274531,mobile_android,Users,136
EVT-0003365,d17af08a,admin@company020.io,d17af0-U03,login,2025-03-13,08:51:02,SES-822684,web,Analytics,564
EVT-0003366,d17af08a,admin@company020.io,d17af0-U04,login,2025-03-13,09:19:42,SES-882534,mobile_android,Analytics,332
EVT-0003367,d17af08a,admin@company020.io,d17af0-U01,session_start,2025-03-13,08:35:49,SES-454335,mobile_ios,Reports,151
EVT-0003368,d17af08a,admin@company020.io,d17af0-U04,dashboard_view,2025-03-13,14:41:12,SES-865075,web,Users,207
EVT-0003369,d17af08a,admin@company020.io,d17af0-U02,integration_connected,2025-03-13,22:26:54,SES-787294,web,Settings,210
EVT-0003370,d17af08a,admin@company020.io,d17af0-U01,login,2025-03-12,08:46:02,SES-717960,web,Integrations,245
EVT-0003371,d17af08a,admin@company020.io,d17af0-U01,api_call,2025-03-12,15:33:07,SES-862438,web,Dashboard,549
EVT-0003372,d17af08a,admin@company020.io,d17af0-U02,api_call,2025-03-11,18:14:21,SES-832975,mobile_ios,Analytics,348
EVT-0003373,d17af08a,admin@company020.io,d17af0-U05,session_start,2025-03-11,20:11:39,SES-816117,web,Integrations,240
EVT-0003374,d17af08a,admin@company020.io,d17af0-U01,settings_changed,2025-03-11,19:14:40,SES-565024,mobile_android,Settings,95
EVT-0003375,d17af08a,admin@company020.io,d17af0-U04,user_invited,2025-03-10,10:34:58,SES-773916,web,Integrations,89
EVT-0003376,d17af08a,admin@company020.io,d17af0-U02,report_generated,2025-03-10,18:40:27,SES-645168,web,Dashboard,590
EVT-0003377,d17af08a,admin@company020.io,d17af0-U03,feature_used,2025-03-10,22:44:16,SES-906463,mobile_android,Analytics,360
EVT-0003378,d17af08a,admin@company020.io,d17af0-U06,export_data,2025-03-10,09:53:55,SES-192565,web,Dashboard,566
EVT-0003379,d17af08a,admin@company020.io,d17af0-U02,export_data,2025-03-10,08:55:39,SES-553666,mobile_android,Reports,463
EVT-0003380,d17af08a,admin@company020.io,d17af0-U05,api_call,2025-03-10,12:08:06,SES-684790,web,Users,320
EVT-0003381,d17af08a,admin@company020.io,d17af0-U02,user_invited,2025-03-10,17:14:30,SES-528020,mobile_ios,Users,34
EVT-0003382,d17af08a,admin@company020.io,d17af0-U06,dashboard_view,2025-03-10,14:51:31,SES-547889,mobile_android,Users,105
EVT-0003383,d17af08a,admin@company020.io,d17af0-U05,feature_used,2025-03-10,15:25:55,SES-231350,web,Settings,246
EVT-0003384,d17af08a,admin@company020.io,d17af0-U05,api_call,2025-03-09,22:42:42,SES-474902,web,Analytics,411
EVT-0003385,d17af08a,admin@company020.io,d17af0-U06,report_generated,2025-03-09,15:59:25,SES-280247,web,Reports,440
EVT-0003386,d17af08a,admin@company020.io,d17af0-U04,user_invited,2025-03-09,15:32:53,SES-824702,web,Integrations,204
EVT-0003387,d17af08a,admin@company020.io,d17af0-U04,user_invited,2025-03-09,09:25:52,SES-440645,web,Reports,568
EVT-0003388,d17af08a,admin@company020.io,d17af0-U06,session_start,2025-03-09,18:57:45,SES-663898,web,Settings,303
EVT-0003389,d17af08a,admin@company020.io,d17af0-U05,session_start,2025-03-09,11:51:20,SES-693075,web,Reports,336
EVT-0003390,d17af08a,admin@company020.io,d17af0-U03,session_start,2025-03-09,15:30:29,SES-259691,mobile_android,Dashboard,512
EVT-0003391,d17af08a,admin@company020.io,d17af0-U04,settings_changed,2025-03-09,08:35:53,SES-297091,mobile_ios,Users,549
EVT-0003392,d17af08a,admin@company020.io,d17af0-U01,integration_connected,2025-03-09,08:59:04,SES-845099,mobile_ios,Analytics,456
EVT-0003393,d17af08a,admin@company020.io,d17af0-U01,user_invited,2025-03-09,13:30:35,SES-711018,web,Integrations,76
EVT-0003394,d17af08a,admin@company020.io,d17af0-U02,session_start,2025-03-09,21:22:55,SES-515741,mobile_ios,Analytics,552
EVT-0003395,d17af08a,admin@company020.io,d17af0-U05,feature_used,2025-03-09,09:41:07,SES-982390,mobile_ios,Integrations,443
EVT-0003396,d17af08a,admin@company020.io,d17af0-U01,login,2025-03-09,21:41:23,SES-911459,web,Analytics,193
EVT-0003397,d17af08a,admin@company020.io,d17af0-U03,settings_changed,2025-03-09,17:45:40,SES-289736,mobile_android,Integrations,508
EVT-0003398,d17af08a,admin@company020.io,d17af0-U03,feature_used,2025-03-09,08:40:14,SES-773773,web,Reports,205
EVT-0003399,d17af08a,admin@company020.io,d17af0-U01,dashboard_view,2025-03-08,19:56:09,SES-456406,web,Analytics,524
EVT-0003400,d17af08a,admin@company020.io,d17af0-U04,login,2025-03-08,15:17:10,SES-699387,web,Settings,357
EVT-0003401,d17af08a,admin@company020.io,d17af0-U02,report_generated,2025-03-07,11:54:12,SES-527896,web,Analytics,579
EVT-0003402,d17af08a,admin@company020.io,d17af0-U01,user_invited,2025-03-07,10:56:02,SES-114302,mobile_android,Users,205
EVT-0003403,d17af08a,admin@company020.io,d17af0-U01,report_generated,2025-03-07,20:16:50,SES-281153,mobile_android,Users,438
EVT-0003404,d17af08a,admin@company020.io,d17af0-U02,settings_changed,2025-03-07,19:51:36,SES-573151,mobile_ios,Reports,485
EVT-0003405,d17af08a,admin@company020.io,d17af0-U06,settings_changed,2025-03-07,08:44:51,SES-442498,mobile_android,Users,99
EVT-0003406,d17af08a,admin@company020.io,d17af0-U06,settings_changed,2025-03-07,12:25:42,SES-726588,mobile_ios,Settings,512
EVT-0003407,d17af08a,admin@company020.io,d17af0-U01,user_invited,2025-03-06,16:57:31,SES-927311,web,Dashboard,316
EVT-0003408,d17af08a,admin@company020.io,d17af0-U03,integration_connected,2025-03-06,11:16:21,SES-859749,web,Dashboard,394
EVT-0003409,d17af08a,admin@company020.io,d17af0-U06,user_invited,2025-03-06,22:35:34,SES-794849,mobile_android,Dashboard,531
EVT-0003410,d17af08a,admin@company020.io,d17af0-U02,settings_changed,2025-03-06,16:12:50,SES-411084,web,Users,366
EVT-0003411,d17af08a,admin@company020.io,d17af0-U06,api_call,2025-03-06,14:40:10,SES-996192,mobile_android,Settings,226
EVT-0003412,d17af08a,admin@company020.io,d17af0-U04,user_invited,2025-03-06,21:19:33,SES-428403,web,Reports,35
EVT-0003413,d17af08a,admin@company020.io,d17af0-U06,feature_used,2025-03-06,15:23:33,SES-593878,web,Integrations,302
EVT-0003414,d17af08a,admin@company020.io,d17af0-U02,report_generated,2025-03-06,20:56:41,SES-528357,web,Users,262
EVT-0003415,d17af08a,admin@company020.io,d17af0-U03,export_data,2025-03-06,21:46:27,SES-726065,mobile_ios,Integrations,37
EVT-0003416,d17af08a,admin@company020.io,d17af0-U03,login,2025-03-06,20:46:50,SES-420446,mobile_ios,Analytics,374
EVT-0003417,d17af08a,admin@company020.io,d17af0-U05,report_generated,2025-03-05,16:17:25,SES-585995,web,Users,13
EVT-0003418,d17af08a,admin@company020.io,d17af0-U01,feature_used,2025-03-05,11:17:11,SES-894986,web,Integrations,51
EVT-0003419,d17af08a,admin@company020.io,d17af0-U06,feature_used,2025-03-05,15:14:58,SES-874167,mobile_android,Reports,327
EVT-0003420,d17af08a,admin@company020.io,d17af0-U06,integration_connected,2025-03-04,18:40:43,SES-105019,web,Integrations,34
EVT-0003421,d17af08a,admin@company020.io,d17af0-U01,user_invited,2025-03-04,10:21:35,SES-468222,web,Dashboard,44
EVT-0003422,d17af08a,admin@company020.io,d17af0-U06,report_generated,2025-03-04,19:44:40,SES-105101,mobile_ios,Dashboard,28
EVT-0003423,d17af08a,admin@company020.io,d17af0-U06,report_generated,2025-03-04,16:06:19,SES-319904,mobile_ios,Reports,71
EVT-0003424,d17af08a,admin@company020.io,d17af0-U02,feature_used,2025-03-04,17:16:49,SES-816995,web,Reports,508
EVT-0003425,d17af08a,admin@company020.io,d17af0-U05,integration_connected,2025-03-04,11:05:51,SES-856600,web,Analytics,150
EVT-0003426,d17af08a,admin@company020.io,d17af0-U02,integration_connected,2025-03-04,17:01:17,SES-274975,mobile_android,Dashboard,194
EVT-0003427,d17af08a,admin@company020.io,d17af0-U04,settings_changed,2025-03-04,10:35:27,SES-981320,mobile_android,Reports,357
EVT-0003428,d17af08a,admin@company020.io,d17af0-U01,login,2025-03-04,16:23:31,SES-334298,web,Integrations,363
EVT-0003429,d17af08a,admin@company020.io,d17af0-U03,settings_changed,2025-03-04,13:05:16,SES-762616,mobile_android,Analytics,87
EVT-0003430,d17af08a,admin@company020.io,d17af0-U02,integration_connected,2025-03-03,09:05:30,SES-797892,mobile_ios,Dashboard,371
EVT-0003431,d17af08a,admin@company020.io,d17af0-U03,export_data,2025-03-03,19:29:44,SES-132768,mobile_android,Reports,490
EVT-0003432,d17af08a,admin@company020.io,d17af0-U02,api_call,2025-03-03,21:06:26,SES-577760,web,Reports,457
EVT-0003433,d17af08a,admin@company020.io,d17af0-U03,user_invited,2025-03-03,09:53:08,SES-986944,web,Users,330
EVT-0003434,d17af08a,admin@company020.io,d17af0-U04,integration_connected,2025-03-03,14:46:46,SES-899535,web,Settings,268
EVT-0003435,d17af08a,admin@company020.io,d17af0-U01,report_generated,2025-03-03,20:27:01,SES-638648,mobile_ios,Integrations,126
EVT-0003436,d17af08a,admin@company020.io,d17af0-U05,feature_used,2025-03-03,14:10:00,SES-717774,web,Settings,589
EVT-0003437,d17af08a,admin@company020.io,d17af0-U02,dashboard_view,2025-03-03,17:53:27,SES-352181,web,Reports,349
EVT-0003438,d17af08a,admin@company020.io,d17af0-U01,user_invited,2025-03-03,19:31:03,SES-425860,mobile_ios,Analytics,342
EVT-0003439,d17af08a,admin@company020.io,d17af0-U06,session_start,2025-03-03,21:37:34,SES-249777,web,Users,433
EVT-0003440,d17af08a,admin@company020.io,d17af0-U04,export_data,2025-03-03,18:51:06,SES-281658,web,Dashboard,239
EVT-0003441,d17af08a,admin@company020.io,d17af0-U05,api_call,2025-03-03,16:02:19,SES-626470,mobile_ios,Analytics,303
EVT-0003442,d17af08a,admin@company020.io,d17af0-U06,report_generated,2025-03-03,08:09:23,SES-737331,web,Settings,309
EVT-0003443,d17af08a,admin@company020.io,d17af0-U03,login,2025-03-03,21:43:09,SES-679838,web,Users,248
EVT-0003444,d17af08a,admin@company020.io,d17af0-U01,export_data,2025-03-03,12:08:30,SES-479387,mobile_ios,Settings,392
EVT-0003445,d17af08a,admin@company020.io,d17af0-U04,report_generated,2025-03-03,17:39:04,SES-215552,mobile_ios,Dashboard,29
EVT-0003446,d17af08a,admin@company020.io,d17af0-U06,settings_changed,2025-03-03,18:16:12,SES-189213,web,Users,311
EVT-0003447,d17af08a,admin@company020.io,d17af0-U02,user_invited,2025-03-03,22:39:23,SES-335954,web,Analytics,165
EVT-0003448,d17af08a,admin@company020.io,d17af0-U06,session_start,2025-03-03,15:30:07,SES-811148,web,Dashboard,21
EVT-0003449,d17af08a,admin@company020.io,d17af0-U04,report_generated,2025-03-03,18:37:07,SES-805845,mobile_android,Integrations,134
EVT-0003450,d17af08a,admin@company020.io,d17af0-U03,dashboard_view,2025-03-02,22:28:13,SES-998874,web,Integrations,119
EVT-0003451,d17af08a,admin@company020.io,d17af0-U04,report_generated,2025-03-02,18:39:05,SES-879762,web,Users,520
EVT-0003452,d17af08a,admin@company020.io,d17af0-U04,export_data,2025-03-02,21:39:09,SES-264344,web,Integrations,568
EVT-0003453,d17af08a,admin@company020.io,d17af0-U02,user_invited,2025-03-02,17:57:04,SES-925068,mobile_ios,Settings,228
EVT-0003454,d17af08a,admin@company020.io,d17af0-U06,feature_used,2025-03-02,14:49:30,SES-219441,web,Dashboard,145
EVT-0003455,d17af08a,admin@company020.io,d17af0-U05,api_call,2025-03-02,18:28:31,SES-101026,mobile_android,Users,304
EVT-0003456,d17af08a,admin@company020.io,d17af0-U03,session_start,2025-03-02,19:39:53,SES-864407,web,Dashboard,206
EVT-0003457,d17af08a,admin@company020.io,d17af0-U01,settings_changed,2025-03-02,12:20:03,SES-110855,web,Analytics,139
EVT-0003458,d17af08a,admin@company020.io,d17af0-U06,user_invited,2025-03-02,19:51:33,SES-355890,mobile_android,Integrations,40
EVT-0003459,d17af08a,admin@company020.io,d17af0-U02,settings_changed,2025-03-02,18:22:56,SES-157975,web,Integrations,328
EVT-0003460,d17af08a,admin@company020.io,d17af0-U05,user_invited,2025-03-02,15:48:25,SES-149525,web,Users,53
EVT-0003461,d17af08a,admin@company020.io,d17af0-U03,login,2025-03-02,17:49:46,SES-926989,web,Dashboard,422
EVT-0003462,d17af08a,admin@company020.io,d17af0-U06,feature_used,2025-03-02,18:22:19,SES-755814,web,Integrations,154
EVT-0003463,d17af08a,admin@company020.io,d17af0-U02,user_invited,2025-03-02,16:32:06,SES-146822,web,Reports,567
EVT-0003464,d17af08a,admin@company020.io,d17af0-U04,report_generated,2025-03-01,09:03:55,SES-886791,mobile_ios,Analytics,254
EVT-0003465,d17af08a,admin@company020.io,d17af0-U02,settings_changed,2025-03-01,14:03:06,SES-671989,mobile_ios,Reports,157
EVT-0003466,d17af08a,admin@company020.io,d17af0-U01,dashboard_view,2025-03-01,11:34:42,SES-673471,web,Dashboard,246
EVT-0003467,d17af08a,admin@company020.io,d17af0-U02,login,2025-03-01,20:35:47,SES-306555,web,Users,401
EVT-0003468,d17af08a,admin@company020.io,d17af0-U05,dashboard_view,2025-03-01,19:49:40,SES-531043,web,Settings,14
EVT-0003469,d17af08a,admin@company020.io,d17af0-U02,api_call,2025-03-01,17:43:42,SES-813263,web,Users,495
EVT-0003470,d17af08a,admin@company020.io,d17af0-U06,user_invited,2025-02-28,17:00:29,SES-885473,mobile_ios,Users,502
EVT-0003471,d17af08a,admin@company020.io,d17af0-U04,feature_used,2025-02-28,10:02:02,SES-124258,mobile_ios,Reports,87
EVT-0003472,d17af08a,admin@company020.io,d17af0-U03,dashboard_view,2025-02-28,20:03:30,SES-109264,mobile_android,Analytics,449
EVT-0003473,d17af08a,admin@company020.io,d17af0-U02,settings_changed,2025-02-28,16:23:55,SES-932859,web,Users,550
EVT-0003474,d17af08a,admin@company020.io,d17af0-U05,integration_connected,2025-02-28,09:11:13,SES-581063,web,Integrations,385
EVT-0003475,d17af08a,admin@company020.io,d17af0-U01,dashboard_view,2025-02-28,22:49:37,SES-890075,web,Integrations,276
EVT-0003476,d17af08a,admin@company020.io,d17af0-U06,settings_changed,2025-02-28,13:16:59,SES-481019,mobile_android,Integrations,488
EVT-0003477,d17af08a,admin@company020.io,d17af0-U02,session_start,2025-02-28,14:22:21,SES-508404,web,Integrations,195
EVT-0003478,d17af08a,admin@company020.io,d17af0-U04,user_invited,2025-02-28,15:05:15,SES-560524,mobile_android,Users,124
EVT-0003479,d17af08a,admin@company020.io,d17af0-U05,user_invited,2025-02-27,20:09:54,SES-546333,web,Integrations,367
EVT-0003480,d17af08a,admin@company020.io,d17af0-U04,dashboard_view,2025-02-27,10:47:25,SES-902068,mobile_android,Settings,561
EVT-0003481,d17af08a,admin@company020.io,d17af0-U02,login,2025-02-27,13:23:31,SES-317551,mobile_android,Analytics,205
EVT-0003482,d17af08a,admin@company020.io,d17af0-U05,api_call,2025-02-27,15:47:18,SES-963150,web,Reports,148
EVT-0003483,d17af08a,admin@company020.io,d17af0-U02,settings_changed,2025-02-27,18:24:04,SES-416592,mobile_ios,Settings,395
EVT-0003484,d17af08a,admin@company020.io,d17af0-U02,feature_used,2025-02-27,14:13:46,SES-329021,web,Dashboard,118
EVT-0003485,d17af08a,admin@company020.io,d17af0-U01,feature_used,2025-02-27,14:49:06,SES-817433,mobile_ios,Reports,109
EVT-0003486,d17af08a,admin@company020.io,d17af0-U03,report_generated,2025-02-27,12:32:14,SES-218168,mobile_android,Integrations,436
EVT-0003487,d17af08a,admin@company020.io,d17af0-U02,user_invited,2025-02-27,12:30:01,SES-982606,mobile_ios,Settings,325
EVT-0003488,d17af08a,admin@company020.io,d17af0-U04,api_call,2025-02-27,17:24:37,SES-635312,mobile_android,Analytics,226
EVT-0003489,d17af08a,admin@company020.io,d17af0-U04,api_call,2025-02-27,16:49:14,SES-103135,web,Dashboard,559
EVT-0003490,d17af08a,admin@company020.io,d17af0-U02,feature_used,2025-02-27,18:38:58,SES-771818,web,Settings,237
EVT-0003491,d17af08a,admin@company020.io,d17af0-U06,dashboard_view,2025-02-27,20:22:36,SES-289923,web,Users,121
EVT-0003492,d17af08a,admin@company020.io,d17af0-U06,report_generated,2025-02-27,15:59:03,SES-501921,mobile_ios,Integrations,233
EVT-0003493,d17af08a,admin@company020.io,d17af0-U03,dashboard_view,2025-02-27,08:58:16,SES-152302,mobile_android,Users,153
EVT-0003494,d17af08a,admin@company020.io,d17af0-U05,dashboard_view,2025-02-27,09:34:28,SES-278613,web,Integrations,165
EVT-0003495,d17af08a,admin@company020.io,d17af0-U03,feature_used,2025-02-27,09:33:12,SES-121414,web,Integrations,121
EVT-0003496,d17af08a,admin@company020.io,d17af0-U04,session_start,2025-02-27,20:25:41,SES-156023,mobile_android,Dashboard,463
EVT-0003497,d17af08a,admin@company020.io,d17af0-U05,api_call,2025-02-26,18:16:53,SES-704557,mobile_android,Dashboard,600
EVT-0003498,d17af08a,admin@company020.io,d17af0-U05,feature_used,2025-02-26,17:38:03,SES-431060,web,Reports,114
EVT-0003499,d17af08a,admin@company020.io,d17af0-U04,dashboard_view,2025-02-26,09:17:34,SES-995135,mobile_android,Dashboard,432
EVT-0003500,d17af08a,admin@company020.io,d17af0-U03,api_call,2025-02-26,19:06:35,SES-749918,web,Analytics,448
EVT-0003501,d17af08a,admin@company020.io,d17af0-U01,feature_used,2025-02-26,11:40:51,SES-817971,mobile_ios,Settings,254
EVT-0003502,d17af08a,admin@company020.io,d17af0-U01,user_invited,2025-02-26,11:53:06,SES-276331,mobile_android,Dashboard,365
EVT-0003503,d17af08a,admin@company020.io,d17af0-U04,report_generated,2025-02-26,19:55:48,SES-534548,web,Settings,317
EVT-0003504,d17af08a,admin@company020.io,d17af0-U05,user_invited,2025-02-26,11:31:58,SES-687783,web,Analytics,592
EVT-0003505,d17af08a,admin@company020.io,d17af0-U02,api_call,2025-02-26,21:44:45,SES-718636,web,Settings,548
EVT-0003506,d17af08a,admin@company020.io,d17af0-U02,login,2025-02-26,09:48:13,SES-774236,web,Settings,83
EVT-0003507,d17af08a,admin@company020.io,d17af0-U04,feature_used,2025-02-26,13:12:50,SES-816458,web,Analytics,403
EVT-0003508,d17af08a,admin@company020.io,d17af0-U02,export_data,2025-02-26,14:58:07,SES-941304,web,Analytics,486
EVT-0003509,d17af08a,admin@company020.io,d17af0-U05,api_call,2025-02-26,13:17:37,SES-138410,web,Dashboard,62
EVT-0003510,d17af08a,admin@company020.io,d17af0-U02,feature_used,2025-02-26,18:10:38,SES-474611,mobile_ios,Dashboard,533
EVT-0003511,d17af08a,admin@company020.io,d17af0-U03,api_call,2025-02-26,11:21:44,SES-541553,web,Users,566
EVT-0003512,d17af08a,admin@company020.io,d17af0-U01,report_generated,2025-02-26,15:54:17,SES-868100,web,Integrations,162
EVT-0003513,d17af08a,admin@company020.io,d17af0-U02,integration_connected,2025-02-26,20:57:21,SES-210982,mobile_android,Dashboard,76
EVT-0003514,d17af08a,admin@company020.io,d17af0-U05,report_generated,2025-02-26,13:35:56,SES-170012,mobile_ios,Settings,436
EVT-0003515,d17af08a,admin@company020.io,d17af0-U01,report_generated,2025-02-25,19:12:25,SES-950497,web,Analytics,560
EVT-0003516,d17af08a,admin@company020.io,d17af0-U04,export_data,2025-02-25,17:38:16,SES-475398,mobile_ios,Analytics,217
EVT-0003517,d17af08a,admin@company020.io,d17af0-U06,api_call,2025-02-25,12:20:14,SES-198373,mobile_ios,Settings,227
EVT-0003518,d17af08a,admin@company020.io,d17af0-U01,session_start,2025-02-25,11:00:57,SES-909304,mobile_android,Integrations,414
EVT-0003519,d17af08a,admin@company020.io,d17af0-U05,integration_connected,2025-02-25,20:39:02,SES-782216,mobile_android,Users,318
EVT-0003520,d17af08a,admin@company020.io,d17af0-U03,session_start,2025-02-25,16:29:08,SES-760223,mobile_ios,Users,37
EVT-0003521,d17af08a,admin@company020.io,d17af0-U05,session_start,2025-02-25,17:55:11,SES-836748,web,Settings,500
EVT-0003522,d17af08a,admin@company020.io,d17af0-U03,dashboard_view,2025-02-24,14:25:32,SES-167498,web,Reports,225
EVT-0003523,d17af08a,admin@company020.io,d17af0-U05,feature_used,2025-02-24,11:59:27,SES-574817,web,Settings,144
EVT-0003524,d17af08a,admin@company020.io,d17af0-U01,feature_used,2025-02-24,18:14:45,SES-408002,web,Users,189
EVT-0003525,d17af08a,admin@company020.io,d17af0-U03,report_generated,2025-02-24,18:10:41,SES-279029,mobile_ios,Analytics,542
EVT-0003526,d17af08a,admin@company020.io,d17af0-U06,export_data,2025-02-24,20:51:03,SES-531798,web,Reports,245
EVT-0003527,d17af08a,admin@company020.io,d17af0-U04,integration_connected,2025-02-24,12:57:00,SES-198717,web,Users,322
EVT-0003528,d17af08a,admin@company020.io,d17af0-U03,settings_changed,2025-02-24,10:18:48,SES-679597,mobile_ios,Reports,36
EVT-0003529,d17af08a,admin@company020.io,d17af0-U02,settings_changed,2025-02-24,11:51:53,SES-890560,mobile_ios,Analytics,320
EVT-0003530,d17af08a,admin@company020.io,d17af0-U04,integration_connected,2025-02-23,19:57:05,SES-223748,mobile_android,Users,71
EVT-0003531,d17af08a,admin@company020.io,d17af0-U03,user_invited,2025-02-23,12:00:39,SES-941698,mobile_ios,Analytics,321
EVT-0003532,d17af08a,admin@company020.io,d17af0-U04,integration_connected,2025-02-23,11:39:34,SES-750160,web,Reports,483
EVT-0003533,d17af08a,admin@company020.io,d17af0-U01,integration_connected,2025-02-23,12:53:40,SES-240755,mobile_ios,Dashboard,100
EVT-0003534,d17af08a,admin@company020.io,d17af0-U06,session_start,2025-02-23,08:32:58,SES-964710,web,Settings,82
EVT-0003535,d17af08a,admin@company020.io,d17af0-U06,dashboard_view,2025-02-23,08:41:12,SES-433768,mobile_android,Dashboard,278
EVT-0003536,d17af08a,admin@company020.io,d17af0-U02,session_start,2025-02-23,17:11:02,SES-764978,web,Reports,496
EVT-0003537,d17af08a,admin@company020.io,d17af0-U04,user_invited,2025-02-23,14:37:42,SES-543994,web,Reports,588
EVT-0003538,d17af08a,admin@company020.io,d17af0-U03,export_data,2025-02-23,11:34:24,SES-197801,mobile_ios,Analytics,71
EVT-0003539,d17af08a,admin@company020.io,d17af0-U06,api_call,2025-02-23,20:48:12,SES-738404,web,Integrations,241
EVT-0003540,d17af08a,admin@company020.io,d17af0-U03,report_generated,2025-02-23,12:41:40,SES-256024,mobile_ios,Analytics,392
EVT-0003541,d17af08a,admin@company020.io,d17af0-U04,report_generated,2025-02-23,16:47:12,SES-383282,mobile_android,Reports,211
EVT-0003542,d17af08a,admin@company020.io,d17af0-U03,api_call,2025-02-23,16:38:14,SES-349697,mobile_ios,Reports,488
EVT-0003543,d17af08a,admin@company020.io,d17af0-U03,dashboard_view,2025-02-23,19:33:24,SES-557367,mobile_ios,Users,43
EVT-0003544,d17af08a,admin@company020.io,d17af0-U05,user_invited,2025-02-23,20:51:23,SES-951375,mobile_ios,Reports,296
EVT-0003545,d17af08a,admin@company020.io,d17af0-U02,api_call,2025-02-23,10:24:39,SES-240038,mobile_ios,Dashboard,26
EVT-0003546,d17af08a,admin@company020.io,d17af0-U03,export_data,2025-02-22,13:52:53,SES-122763,mobile_ios,Reports,577
EVT-0003547,d17af08a,admin@company020.io,d17af0-U06,api_call,2025-02-22,20:39:23,SES-738350,mobile_ios,Settings,13
EVT-0003548,d17af08a,admin@company020.io,d17af0-U02,session_start,2025-02-22,14:51:57,SES-734440,mobile_android,Dashboard,339
EVT-0003549,d17af08a,admin@company020.io,d17af0-U02,integration_connected,2025-02-22,17:06:53,SES-593170,mobile_android,Dashboard,50
EVT-0003550,d17af08a,admin@company020.io,d17af0-U03,feature_used,2025-02-22,09:51:35,SES-648440,web,Analytics,43
EVT-0003551,d17af08a,admin@company020.io,d17af0-U05,session_start,2025-02-22,13:17:08,SES-677218,mobile_android,Reports,286
EVT-0003552,d17af08a,admin@company020.io,d17af0-U03,session_start,2025-02-22,18:25:42,SES-495618,mobile_android,Settings,465
EVT-0003553,d17af08a,admin@company020.io,d17af0-U05,api_call,2025-02-22,17:37:16,SES-579183,web,Settings,114
EVT-0003554,d17af08a,admin@company020.io,d17af0-U04,login,2025-02-22,21:55:55,SES-996653,mobile_android,Integrations,57
EVT-0003555,d17af08a,admin@company020.io,d17af0-U01,settings_changed,2025-02-22,17:28:58,SES-186020,web,Analytics,225
EVT-0003556,d17af08a,admin@company020.io,d17af0-U05,settings_changed,2025-02-22,20:45:59,SES-569794,web,Dashboard,406
EVT-0003557,d17af08a,admin@company020.io,d17af0-U04,integration_connected,2025-02-22,14:27:46,SES-441618,web,Users,351
EVT-0003558,d17af08a,admin@company020.io,d17af0-U01,api_call,2025-02-22,19:32:27,SES-120974,web,Settings,508
EVT-0003559,d17af08a,admin@company020.io,d17af0-U06,settings_changed,2025-02-22,12:36:56,SES-858334,web,Reports,295
EVT-0003560,d17af08a,admin@company020.io,d17af0-U06,export_data,2025-02-22,13:39:56,SES-770733,mobile_android,Integrations,534
EVT-0003561,d17af08a,admin@company020.io,d17af0-U03,login,2025-02-22,22:59:17,SES-439953,web,Users,348
EVT-0003562,d17af08a,admin@company020.io,d17af0-U04,session_start,2025-02-21,20:14:31,SES-459824,mobile_ios,Analytics,143
